"ID","E1","E2","E3","E4","E5","E6","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","Y"
425,577.148934392946,822.710195079797,922.829418195823,676.610313349221,452.003884198691,639.30901729284,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,31835788533.1058
426,1138.8868510989,1017.95527978961,540.050479390527,925.387055610345,332.356398571795,851.547279082122,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,21807171205.3408
427,859.240427478702,952.54680198774,757.635789061355,370.247861316037,467.105955639377,572.843953929268,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,NA,1,0,23071313839.4788
428,848.686380048218,950.591019477001,856.364403842578,340.288618556094,861.421588091997,675.030361424127,NA,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,27532255664.6483
429,730.019243790527,729.197291055087,524.552392808158,289.454296712369,642.981223147074,688.074197214317,0,0,NA,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,11248187338.0927
430,811.390448933006,1054.84263806132,626.698964254064,381.695376314407,NA,930.379116866633,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,NA,40026580025.0609
431,859.446217383801,718.1613314001,698.646560140225,623.426609220732,775.424403915071,816.494431958629,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,21322628352.1999
432,651.030719331593,947.032789150449,767.023549680356,504.591596494664,630.987946561281,312.084963125643,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,23783135138.3406
433,529.634924445304,777.553488486102,621.09666767932,630.953799499553,557.928744249994,671.660861451306,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,14793577065.3339
434,540.668168583606,941.560332766048,782.439094709252,583.449362380999,341.613582275915,762.950368953695,1,0,1,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,1,1,0,1,23951466540.4792
435,917.091163895592,1125.82544531127,621.853423258751,628.565376777727,644.753176204756,701.624967396393,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,30999646041.5913
436,860.280588571996,969.516224364078,475.271260204445,515.54448105711,834.525942846604,900.168638376409,0,0,NA,0,0,0,1,0,1,0,0,NA,0,1,0,0,1,0,1,1,1,0,1,0,0,29448714488.1814
437,669.271279653082,1131.01386459115,790.723633749255,500.624624153666,672.596872269559,602.68594057314,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,28136705414.4677
438,1100.76165124789,790.516329298776,737.734651362518,534.591628609654,513.359144655768,778.479783336404,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,19938658899.1165
439,757.056719337972,836.225256769293,570.145613103304,772.299150629147,223.180980031206,551.270711882286,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,28986385497.9772
440,572.98034703165,770.148508334782,583.693707791234,694.7101229769,514.590380976032,765.72901208495,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,29915821253.1155
441,874.439603260103,1113.65326192898,603.175946629565,745.931280077928,159.519000870534,617.602747240071,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,31985613961.8764
442,648.268238089578,910.717807557686,544.058780418423,583.187253251327,528.628810292842,415.911274228811,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,33751885291.2769
443,704.035860404093,968.585530640015,604.861343567798,532.866862551377,680.068090124795,620.720332442194,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,NA,NA
444,547.054890500568,633.547486843878,421.798659458573,422.832097386621,559.336621991534,534.037555179734,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,18193338450.3521
445,609.958335392374,919.665527112262,358.231289115004,476.03764982953,552.387504433836,605.691332585682,0,0,1,NA,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,23293047592.0416
446,1050.30042186896,655.002625331045,599.607586752152,504.709805416019,575.624575842739,758.932293504587,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,22568634884.5677
447,1136.25975123899,905.81017535981,738.523910169632,843.43326847415,476.867974337791,387.392971014544,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,NA,0,1,41947684978.6514
448,1015.92949457911,1109.22385756741,900.583090280291,713.818076098799,422.024539937314,822.789141265359,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,40936556075.5853
449,704.959887137021,769.217292477255,865.880467847701,673.699680410865,483.079095170586,884.128794425818,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,NA,29508148211.6303
450,676.309518961579,911.514472658815,739.095950889173,560.798329873803,525.55053262451,NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,38191522163.348
451,843.174501399768,861.611751104308,715.124132446397,955.003564330929,529.938453690237,951.729285231815,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,43731696490.9398
452,912.927679630669,494.100057755307,860.277718304702,677.84306678158,601.388228192783,813.085492179463,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,26455299256.3756
453,589.913522885613,1142.7667831463,604.099533517936,771.862739638923,667.777185584216,1116.67592315067,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,35896073969.9228
454,640.255786502803,1045.40030688281,570.662647102081,573.597258151514,535.098077531352,851.595162873596,NA,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,23860463439.8547
455,693.944492974622,573.485322136259,747.129030263471,465.428685606937,577.867350330278,539.224016615453,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,32098791278.3126
456,586.491694597026,572.51658287528,572.709173108886,797.169949191632,400.303308052538,614.156458151173,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,26731466589.3144
457,809.745563357383,979.908722850919,762.742242374198,740.504222624751,850.977973353423,820.916907749935,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,47245430658.7563
458,765.129857577148,628.266685565905,732.130162397,565.643487629969,290.450294985429,601.140785617176,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,NA,0,0,0,1,0,1,1,0,14694839624.6714
459,607.859394810127,654.631837633824,636.749041188586,753.546473397147,477.499013948355,760.610513540915,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,30636885892.6533
460,1099.56206362382,832.296285938616,779.359612919418,569.431145153691,555.072615560545,548.252647936525,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,35882949891.2879
461,714.068680518304,789.369673493419,624.768850165606,437.117032325882,624.891738869396,901.390568996894,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,14142314321.9896
462,961.798872634301,996.228010369948,611.945902531176,787.183473210722,388.389998394779,797.838745526755,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,NA,1,1,32215751510.3922
463,646.154409265681,737.487843267455,479.789495950646,506.455153747513,488.878087100141,681.763093208351,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,18545405257.9899
464,779.549203446889,957.183023240696,580.032590160247,493.478787262684,553.134679110493,389.076851782043,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,31140233822.2933
465,721.762627885476,845.764420174065,656.572364904039,317.269353414795,806.730408235303,775.063180246076,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,20901954057.4089
466,685.895612554022,762.628370028172,935.575948465141,697.525271206691,574.613164836773,663.772056613552,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,28337429937.7976
467,720.429314095352,762.390982255334,734.217887734016,787.993721431208,298.780455395443,735.81632353404,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,22912312036.6297
468,524.822103244072,857.768814564518,662.43025635038,536.560136288572,547.719262305818,482.760638148469,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,0,1,0,NA,1,0,1,1,28086280478.467
469,666.888617041583,980.317077498436,611.036349719543,326.014071280689,604.81083440028,768.146121724703,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,28251294063.7667
470,667.792857948749,721.360100722398,801.211233409674,608.717456659582,587.316790559447,484.212812858717,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,35286474920.9176
471,805.729433782458,661.614522229737,633.453433466866,537.175854731035,494.639408132725,591.644030326235,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,17584207504.099
472,495.870962594492,1031.74971107355,555.660397216848,551.90191693575,737.9967529304,889.280751735478,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,23778616971.2887
473,875.475203052825,1027.07305360112,822.567997413101,581.407864553181,739.885950502635,569.38328824769,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,33719249543.0177
474,1069.85857703935,922.213143864315,623.603871850338,583.87972736567,675.803309118116,970.795671286712,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,NA,1,1,24562659983.081
475,583.956503475412,978.634084078032,747.454933268708,357.627367647216,674.170563222111,727.709341468756,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,18582450212.4942
476,845.230705358019,664.249741196706,775.52784653652,566.681598454141,212.995593722573,568.201759598107,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,24900443142.8642
477,851.519815620688,1009.86763836072,740.359827900316,589.458374533674,856.339501820627,585.621635704908,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,20679513869.216
478,888.80521733189,608.154793349671,753.864409510919,672.980139454436,779.193223080073,599.285074742891,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,28277172128.1397
479,715.860305059653,754.664472018871,797.173513939024,673.526046102254,478.962349837747,660.6489255873,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,NA
480,565.05919729789,776.635437153062,1088.48445831253,571.009211170598,625.05775650181,711.088053997203,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,40979557377.827
481,846.256801677024,663.45800807008,854.869785524058,665.304598970513,668.81748361249,779.023574261135,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,28895027843.9876
482,1081.47126187731,704.770401720225,826.395416365222,727.053344628669,396.396522202995,856.930358019401,1,1,0,NA,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,40260951537.2296
483,726.087424726999,1008.42298387799,931.436645805658,430.857949259201,376.156730166596,658.601383365638,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,NA,0,1,1,1,1,0,1,1,26911246211.3248
484,615.660462263418,1019.62708366034,692.093434230293,614.512748091535,462.301170814169,846.259905729091,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,39055506997.4732
485,529.24977098653,664.674813391011,625.728713374489,650.065386705106,499.488463818492,1058.89320451929,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,26467516435.8084
486,985.342041213311,1056.09140817879,1016.74715043686,274.849608468344,607.808471649456,1048.03780627158,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,NA,27464562045.5934
487,765.282371468384,788.798792134376,884.985199238928,271.625156013208,538.279319412184,808.822590942128,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,37049634143.8697
488,736.475646498284,815.428847409202,700.55127385259,664.28959240547,563.450198745453,899.368950104,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,33917894838.4939
489,662.526489970166,1044.51145015641,761.555256471833,561.062912220372,637.198875345939,742.359620222455,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,27513125572.635
490,747.655996771914,933.459481894762,460.182135353161,539.697149278025,500.94873546478,535.784836101022,1,1,0,1,1,1,0,1,0,1,0,NA,0,0,0,0,1,1,0,0,0,0,1,0,1,36925651940.6265
491,710.725821680733,487.284653513996,567.328199704476,563.545705701478,589.057410214682,924.53364286615,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,26097164004.8942
492,699.615449819889,898.21250211996,561.262499358723,896.221042434362,402.479555518662,610.724685945911,NA,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,33627189342.6234
493,849.01613282662,1287.25854202417,916.911823595948,320.605871158488,531.90958481132,681.970744230789,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,31020926771.5629
494,810.779597077374,866.301584600337,759.25552335302,908.176429801951,595.038604327514,762.643108771744,0,0,NA,0,0,0,1,1,0,0,0,NA,1,1,0,1,1,1,1,1,0,1,1,1,1,36727343384.6651
495,808.115920541788,923.448745615407,703.305781172204,465.934198614302,614.730549584587,791.392372862175,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,22755594856.3579
496,885.037418073809,1113.27004292161,458.988891918021,374.599609126098,706.639180052347,844.929797337421,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,18061090486.0684
497,757.840351196294,880.24004559591,541.092485638805,876.576744473609,370.744148521849,805.348263720309,1,0,NA,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,37057829015.491
498,612.884548924737,707.914033451659,700.511369113994,402.214568484855,614.248771677674,726.298302571191,0,1,1,0,1,0,1,0,1,1,1,NA,0,0,0,1,1,0,0,0,0,0,0,1,0,28664263050.7137
499,694.239416651954,619.149943194487,714.536977057872,485.606188671662,338.541805340454,728.213966127741,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,22062651870.8337
500,690.15154646362,978.949100143559,862.968514690239,588.251929178144,382.123533567852,758.276541734277,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,42150397556.591
501,582.81044632971,841.777670804335,698.380024712489,575.518855145948,709.508460592996,750.24382253773,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,28329074270.0417
502,884.657178361427,858.644823254397,765.706821929064,406.143786170021,832.223818040057,450.391280633908,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,22058364965.6029
503,418.132918247633,760.478383101157,640.075864099912,935.71777351508,489.544536902302,NA,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,35326132982.5773
504,923.417412723975,1040.22713720124,550.965661685397,536.674594185351,600.678349018772,850.603026529366,0,1,NA,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,39341869487.0171
505,820.57612755587,813.065354344787,780.147634633727,381.337908269817,753.388426854277,1155.89038222742,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,27443998285.0648
506,697.189268323788,628.316848181727,927.381651324141,672.848834727433,540.897597275685,767.886233110033,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,18741247174.1557
507,682.304288774017,997.409845697542,838.453386831213,468.236081368803,683.544158829551,771.178796785151,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,26356293404.5231
508,691.275592156198,884.197140823733,759.991997634994,597.217833510975,620.740818183328,792.142877897663,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,39874183304.0807
509,1015.12003202539,844.011919249369,529.846019102227,400.549740969113,601.70086616122,807.739536247088,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,17886616935.3485
510,566.096140304694,791.925755216434,1033.23751100104,727.306087338871,620.636438097866,1121.31825784802,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,42306467440.2582
511,727.976412812981,1248.16536433761,869.289112373089,431.360958173909,697.523268645897,642.317936101534,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,18692975982.5209
512,857.547444550584,375.201596469838,420.430109034037,578.67501344826,172.224200298745,593.538253939592,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,20341569992.6538
513,704.804043706746,NA,375.866260612817,347.740306636292,776.175041009506,974.726083078413,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,19044022227.9468
514,502.720666514371,701.564918009155,561.680742285205,359.718522863783,689.01820344748,444.070201848536,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,17386187832.8858
515,640.242626217244,699.445788319621,426.750451791084,460.262599171817,854.311882904333,437.257947738641,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,18383858848.26
516,619.053989185581,953.770506840119,554.573543215645,505.666436709358,544.016870914962,680.368752295719,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,22840470934.4825
517,622.387925819768,1017.71450479833,513.033756584477,566.056212578178,423.433074983617,649.648774489375,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,23174785186.3373
518,758.300031424105,626.215585550284,974.016760543683,670.582703874265,733.626207067099,665.912942769851,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,23368595731.0347
519,457.04960444803,1052.06079207095,848.139250502982,549.650086543372,612.128706585732,869.510591260584,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,28012381494.874
520,879.638425200908,937.542699891226,507.850889623638,593.899779089218,731.547729459215,827.023592483549,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,11952766325.4802
521,531.635845454295,841.791444685565,901.454989219027,475.138287672976,464.667173490218,1041.94029654165,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,30740958018.144
522,793.282620422963,554.279292034946,593.472072812737,980.748468122918,328.790188081723,1049.78423488402,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,37183944593.7175
523,455.122031357146,836.252048056843,945.463364408195,430.634177410456,552.17260521429,776.426016005708,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,31051773339.2604
524,800.02983711068,834.262240059888,521.261214974258,570.00188990435,832.217244077954,424.445704156599,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,21446202190.5495
525,728.270122733903,993.17853768062,747.077081226236,704.702850454602,382.662525584761,501.585660077267,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,42814419154.144
526,673.654284751674,832.916615336552,775.892819569604,830.150633524226,592.96850536012,751.819958253715,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,37790785535.0157
527,900.42345806197,963.814161086077,683.437588948912,357.631243420687,383.621658378034,492.940842315474,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,19303634805.2072
528,583.498430464025,1033.41909627892,740.197347770227,545.572297108274,832.115993339318,862.544077523032,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,NA,0,1,21025507043.2899
529,537.819481318056,951.11483145261,303.575164318568,326.396460257666,582.973498432951,845.549610497066,1,NA,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,20556770046.2938
530,801.721065263238,1068.12447377717,569.794600727236,319.347937416647,379.324264178467,631.103980897194,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,34400583201.4976
531,721.678062254352,788.699439827377,557.79134409673,307.339105170659,818.048198655329,743.339804304071,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,20172228702.4077
532,274.733251366245,569.955588311051,709.232138849135,173.08092475258,414.62502010261,713.951600374864,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,19564287528.4823
533,1141.45318664449,857.943654510447,672.204356605414,465.422979934319,714.405255680525,735.147403741873,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,28540483549.9691
534,1029.74705684827,1087.52185740833,490.184289831054,420.905221088432,542.036587224602,601.605265193368,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,18442435293.4833
535,697.077304909204,867.462174561051,925.336624830323,857.211478776516,507.106211841331,449.557995004032,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,40269503591.0822
536,433.79150660124,837.410808924008,457.102864362696,610.998591745867,275.686608875629,543.501105296018,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,17017950605.6786
537,711.830404677047,1197.17759986382,776.759147380946,709.731047663436,981.86296635614,556.547895175191,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,22547930785.7594
538,751.44147698251,856.05195102607,703.327981452103,554.613395605736,545.337555910959,665.898333908566,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,19338843643.8491
539,545.446392022222,1055.08177572696,549.614697079968,389.401102136436,192.466548292477,816.394992083758,1,1,0,NA,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,29250832970.49
540,629.780009555594,979.516716361577,842.865365144617,451.47401405221,649.668530015179,853.979021500327,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,34403475302.1094
541,966.682495690415,NA,388.782715973305,306.301506307653,571.743716081141,474.907782799047,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,27374416790.6414
542,991.715677502209,640.458851453983,597.529030708584,517.683380188548,441.249304894918,707.516398996213,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,31220690162.3965
543,513.421594951451,694.691966161998,651.638491415696,371.944957867878,508.151601683634,914.087071769516,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,13952399678.155
544,579.993363755161,922.635304375185,608.855848367847,552.576546983087,661.663290820672,786.888712394349,0,1,0,NA,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,29873022625.9703
545,784.295235906259,757.93475718797,341.140667449369,762.663244614178,730.122265108679,562.479561906315,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,23564930392.4105
546,1062.20133736746,815.960274188139,599.878545530989,662.381251142401,421.391147925332,477.36727302046,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,38546799405.8992
547,734.082660528795,732.252225443586,701.382657669302,266.39606963999,469.818019431711,668.263890751822,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,18693271358.5909
548,1049.0554863715,829.187442802372,567.138431092282,640.565608651413,205.870842134744,698.968085048795,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,33993429216.2984
549,844.39960522716,871.357064799803,472.95470841284,417.443640320195,573.920454174232,828.287043646064,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,7608742148.03371
550,522.195681549213,1101.06418709624,478.476310343277,908.938973543473,254.294874252376,417.092258425605,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA
551,683.666499444912,776.272164923862,622.178955035907,1069.3697172225,410.470546976865,437.80358641412,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,29099932301.9173
552,838.282194208134,914.652269495534,928.387911632224,406.669614354013,784.386456562196,983.579690911555,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,14126137615.4393
553,563.235616087849,688.0911127891,977.441861654275,838.823798472718,699.701668435717,454.610374428923,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,36215516594.0813
554,1168.1951855794,964.265688569106,255.148122252979,354.88390549561,692.132003363677,715.783930059043,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,10868744834.7331
555,795.684861152705,878.572424502564,494.644176680876,672.71369722352,746.761809909631,671.095286943029,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,25286233725.3964
556,872.824894059439,872.911250500351,712.878630878928,454.037925834427,614.746825492233,855.038408927314,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,18913373929.4797
557,891.04870342963,832.267033587368,716.5643164093,581.515299489697,583.290296140862,487.664770624788,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,33685247992.1553
558,753.2027879851,709.669365540102,762.309943177976,612.170372419657,621.061134247291,735.239656308161,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,28384297483.5211
559,483.87968387811,1149.28294313034,549.58812274004,328.359016371018,759.503945648619,568.748049386938,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,17417469835.4207
